原片材质,原片序号,原片id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
NBSY-0218SD,40,25619,1533.0,360.0,1148.0,466.0
NBSY-0218SD,40,25446,700.0,826.0,1063.0,177.0
NBSY-0218SD,40,25565,1763.0,826.0,924.0,225.5
NBSY-0218SD,40,25743,2687.0,826.0,369.2,289.0
NBSY-0218SD,40,25924,700.0,1115.0,634.0,378.0
NBSY-0218SD,40,25322,1334.0,1115.0,534.0,465.0
NBSY-0218SD,40,25545,1868.0,1115.0,387.0,158.0
NBSY-0218SD,40,25210,2255.0,1115.0,356.0,356.0
NBSY-0218SD,41,25092,1400.0,360.0,1198.0,383.0
NBSY-0218SD,41,25774,2598.0,360.0,338.0,158.0
NBSY-0218SD,41,25933,2936.0,360.0,681.0,377.0
NBSY-0218SD,41,25825,1400.0,743.0,1760.0,65.0
NBSY-0218SD,41,25283,3160.0,743.0,598.0,455.0
NBSY-0218SD,41,25407,1400.0,1198.0,580.0,254.5
NBSY-0218SD,42,25292,2100.0,360.0,2425.0,568.0
NBSY-0218SD,42,25219,2100.0,928.0,388.0,78.0
NBSY-0218SD,42,25610,2488.0,928.0,438.0,198.0
NBSY-0218SD,42,25900,2926.0,928.0,1256.0,568.0
NBSY-0218SD,43,25346,0.0,720.0,655.0,410.0
NBSY-0218SD,43,25879,0.0,1130.0,2386.0,420.0
NBSY-0218SD,43,25389,0.0,1550.0,2438.0,38.0
NBSY-0218SD,44,25724,700.0,720.0,495.0,213.0
NBSY-0218SD,44,25428,1195.0,720.0,962.0,342.5
NBSY-0218SD,44,25805,2157.0,720.0,262.0,260.0
NBSY-0218SD,44,25765,2419.0,720.0,565.0,565.0
NBSY-0218SD,44,25393,700.0,1285.0,537.0,289.0
NBSY-0218SD,44,25220,1237.0,1285.0,383.0,358.0
NBSY-0218SD,44,25279,1620.0,1285.0,547.0,547.0
NBSY-0218SD,44,25360,700.0,1832.0,2418.0,58.0
NBSY-0218SD,45,25163,1400.0,720.0,762.0,579.0
NBSY-0218SD,45,25596,2162.0,720.0,598.0,298.0
NBSY-0218SD,45,25247,2760.0,720.0,662.0,587.0
NBSY-0218SD,45,25299,1400.0,1307.0,1112.0,559.0
NBSY-0218SD,45,25417,2512.0,1307.0,553.0,553.0
NBSY-0218SD,46,25209,2100.0,720.0,2347.0,558.0
NBSY-0218SD,46,25175,2100.0,1278.0,851.5,474.0
NBSY-0218SD,46,25799,2951.5,1278.0,348.0,198.0
NBSY-0218SD,46,25580,3299.5,1278.0,338.0,158.0
NBSY-0218SD,46,25110,3637.5,1278.0,558.0,558.0
NBSY-0218SD,47,25254,0.0,1080.0,2146.0,763.0
NBSY-0218SD,47,25374,0.0,1843.0,536.0,52.5
NBSY-0218SD,48,25695,700.0,1080.0,2084.0,413.0
NBSY-0218SD,48,25260,700.0,1493.0,464.0,92.5
NBSY-0218SD,48,25590,1164.0,1493.0,338.0,158.0
NBSY-0218SD,48,25383,1502.0,1493.0,900.0,558.0
NBSY-0218SD,48,25186,2402.0,1493.0,636.5,216.5
NBSY-0218SD,49,25426,1400.0,1080.0,407.0,58.0
NBSY-0218SD,49,25196,1807.0,1080.0,1112.0,557.0
NBSY-0218SD,49,25779,1400.0,1637.0,1062.0,58.0
NBSY-0218SD,49,25486,2462.0,1637.0,947.0,58.0
NBSY-0218SD,49,25569,1400.0,1695.0,513.0,372.5
NBSY-0218SD,49,25878,1913.0,1695.0,771.0,277.5
NBSY-0218SD,50,25344,2100.0,1080.0,1443.5,475.0
NBSY-0218SD,50,25356,2100.0,1555.0,1248.0,58.0
NBSY-0218SD,50,25315,3348.0,1555.0,556.0,556.0
NBSY-0218SD,50,25838,3904.0,1555.0,313.0,38.0
NBSY-0218SD,50,25807,2100.0,2111.0,494.0,48.0
NBSY-0218SD,50,25598,2100.0,2159.0,2438.0,38.0
NBSY-0218SD,51,25361,0.0,1440.0,630.5,239.0
NBSY-0218SD,51,25169,0.0,1679.0,2438.0,38.0
NBSY-0218SD,51,25451,0.0,1717.0,2098.0,380.0
NBSY-0218SD,52,25853,0.0,0.0,759.0,577.0
NBSY-0218SD,52,25789,759.0,0.0,1639.0,58.0
NBSY-0218SD,52,25870,0.0,577.0,238.0,118.0
NBSY-0218SD,52,25194,238.0,577.0,330.0,330.0
NBSY-0218SD,52,25099,568.0,577.0,388.0,78.0
NBSY-0218SD,52,25867,956.0,577.0,931.0,403.5
NBSY-0218SD,52,25692,1887.0,577.0,474.5,450.0
NBSY-0218SD,53,25471,700.0,0.0,553.0,553.0
NBSY-0218SD,53,25732,1253.0,0.0,579.0,579.0
NBSY-0218SD,53,25649,1832.0,0.0,298.0,298.0
NBSY-0218SD,53,25492,2130.0,0.0,310.0,310.0
NBSY-0218SD,53,25114,700.0,579.0,795.5,385.0
NBSY-0218SD,54,25771,1400.0,0.0,2246.0,460.0
NBSY-0218SD,54,25637,1400.0,460.0,384.0,371.0
NBSY-0218SD,54,25460,1784.0,460.0,811.0,58.0
NBSY-0218SD,54,25429,1400.0,831.0,1485.0,58.0
NBSY-0218SD,55,25208,2100.0,0.0,2398.0,398.0
NBSY-0218SD,55,25390,2100.0,398.0,2348.0,530.0
NBSY-0218SD,55,25884,2100.0,928.0,1828.0,280.0
NBSY-0218SD,55,25329,3928.0,928.0,338.0,78.0
NBSY-0218SD,56,25821,0.0,360.0,2339.0,440.0
NBSY-0218SD,56,25244,0.0,800.0,1316.5,512.0
NBSY-0218SD,56,25443,1316.5,800.0,750.0,557.0
NBSY-0218SD,57,25508,700.0,360.0,815.0,418.5
NBSY-0218SD,57,25871,1515.0,360.0,898.0,377.0
NBSY-0218SD,57,25328,700.0,778.5,2386.0,440.0
NBSY-0218SD,58,25125,1400.0,360.0,2241.0,400.0
NBSY-0218SD,58,25245,1400.0,760.0,697.0,386.0
NBSY-0218SD,58,25225,2097.0,760.0,1597.0,55.0
NBSY-0218SD,59,25100,2100.0,360.0,716.0,716.0
NBSY-0218SD,59,25671,2816.0,360.0,681.0,377.0
NBSY-0218SD,59,25890,3497.0,360.0,558.0,558.0
NBSY-0218SD,60,25176,0.0,720.0,807.0,807.0
NBSY-0218SD,60,25866,807.0,720.0,1332.0,260.0
NBSY-0218SD,61,25266,700.0,720.0,663.0,663.0
NBSY-0218SD,61,25349,700.0,1383.0,2053.0,557.0
NBSY-0218SD,62,25819,1400.0,720.0,712.7,712.7
NBSY-0218SD,62,25251,2112.7,720.0,1525.5,360.0
NBSY-0218SD,63,25206,2100.0,720.0,778.0,778.0
NBSY-0218SD,63,25441,2100.0,1498.0,1783.0,287.0
NBSY-0218SD,63,25817,3883.0,1498.0,607.0,389.0
NBSY-0218SD,64,25409,0.0,1080.0,735.0,528.0
NBSY-0218SD,64,25457,735.0,1080.0,1480.0,309.0
NBSY-0218SD,64,25392,0.0,1608.0,936.0,58.0
NBSY-0218SD,64,25468,936.0,1608.0,638.0,38.0
NBSY-0218SD,64,25595,1574.0,1608.0,279.5,279.5
NBSY-0218SD,64,25675,0.0,1887.5,1357.0,58.0
NBSY-0218SD,64,25785,0.0,1945.5,1368.0,298.0
NBSY-0218SD,64,25435,1368.0,1945.5,488.0,238.0
NBSY-0218SD,65,25320,700.0,1080.0,980.0,576.0
NBSY-0218SD,65,25355,700.0,1656.0,2410.0,38.0
NBSY-0218SD,65,25823,700.0,1694.0,598.0,580.0
NBSY-0218SD,65,25351,1298.0,1694.0,537.0,289.0
NBSY-0218SD,65,25287,1835.0,1694.0,732.0,360.0
NBSY-0218SD,66,25421,1400.0,1080.0,634.0,378.0
NBSY-0218SD,66,25397,2034.0,1080.0,298.0,298.0
NBSY-0218SD,66,25198,2332.0,1080.0,930.0,341.0
NBSY-0218SD,66,25276,1400.0,1458.0,851.0,559.0
NBSY-0218SD,67,25552,2100.0,1080.0,2003.0,953.0
NBSY-0218SD,67,25183,4103.0,1080.0,371.0,172.5
NBSY-0218SD,68,25936,0.0,1440.0,465.0,349.0
NBSY-0218SD,68,25271,465.0,1440.0,831.0,831.0
NBSY-0218SD,68,25362,1296.0,1440.0,402.0,347.0
NBSY-0218SD,69,25842,0.0,0.0,1603.0,404.3
NBSY-0218SD,69,25810,1603.0,0.0,435.5,376.0
NBSY-0218SD,69,25716,0.0,404.3,2052.0,564.5
NBSY-0218SD,70,25904,700.0,0.0,778.0,778.0
NBSY-0218SD,70,25128,1478.0,0.0,822.0,58.0
NBSY-0218SD,71,25608,1400.0,0.0,921.0,58.0
NBSY-0218SD,71,25629,2321.0,0.0,457.0,457.0
NBSY-0218SD,71,25559,2778.0,0.0,310.0,58.0
NBSY-0218SD,71,25606,3088.0,0.0,578.0,578.0
NBSY-0218SD,71,25485,1400.0,578.0,428.0,428.0
NBSY-0218SD,71,25156,1828.0,578.0,1410.5,330.0
NBSY-0218SD,71,25769,3238.5,578.0,545.0,408.5
NBSY-0218SD,72,25736,2100.0,0.0,1467.0,1090.0
NBSY-0218SD,72,25127,3567.0,0.0,677.0,426.5
NBSY-0218SD,73,25302,0.0,360.0,344.0,300.0
NBSY-0218SD,73,25737,344.0,360.0,1089.0,1089.0
NBSY-0218SD,73,25699,1433.0,360.0,910.0,239.0
NBSY-0218SD,74,25269,700.0,360.0,1132.0,347.0
NBSY-0218SD,74,25382,1832.0,360.0,900.0,553.0
NBSY-0218SD,74,25693,700.0,913.0,577.0,577.0
NBSY-0218SD,74,25926,1277.0,913.0,262.0,260.0
NBSY-0218SD,75,25553,1400.0,360.0,2369.0,392.5
NBSY-0218SD,75,25582,1400.0,752.5,1010.0,38.0
NBSY-0218SD,75,25776,2410.0,752.5,777.0,777.0
NBSY-0218SD,75,25857,3187.0,752.5,437.0,437.0
NBSY-0218SD,76,25525,2100.0,360.0,388.0,158.0
NBSY-0218SD,76,25566,2488.0,360.0,494.0,475.0
NBSY-0218SD,76,25467,2982.0,360.0,489.0,489.0
NBSY-0218SD,76,25325,2100.0,849.0,1498.0,598.0
NBSY-0218SD,76,25740,3598.0,849.0,732.0,375.0
NBSY-0218SD,77,25449,0.0,720.0,548.0,548.0
NBSY-0218SD,77,25697,548.0,720.0,288.0,158.0
NBSY-0218SD,77,25294,836.0,720.0,408.0,212.5
NBSY-0218SD,77,25296,1244.0,720.0,553.0,280.5
NBSY-0218SD,77,25551,1797.0,720.0,347.0,347.0
NBSY-0218SD,77,25708,0.0,1268.0,2425.0,568.0
NBSY-0218SD,78,25398,700.0,720.0,822.0,200.0
NBSY-0218SD,78,25259,1522.0,720.0,1196.8,1196.8
NBSY-0218SD,79,25568,1400.0,720.0,1961.0,762.0
NBSY-0218SD,79,25572,3361.0,720.0,327.0,327.0
NBSY-0218SD,79,25261,1400.0,1482.0,1343.0,58.0
NBSY-0218SD,79,25764,1400.0,1540.0,1783.0,298.0
NBSY-0218SD,80,25171,2100.0,720.0,1210.0,148.0
NBSY-0218SD,80,25919,2100.0,868.0,1522.0,727.0
NBSY-0218SD,81,25815,0.0,1080.0,2021.5,392.0
NBSY-0218SD,81,25475,0.0,1472.0,441.0,389.0
NBSY-0218SD,81,25289,441.0,1472.0,548.0,349.0
NBSY-0218SD,81,25418,989.0,1472.0,732.0,374.0
NBSY-0218SD,81,25264,0.0,1861.0,1768.0,58.0
NBSY-0218SD,81,25881,1768.0,1861.0,583.0,398.0
NBSY-0218SD,82,25180,700.0,1080.0,880.0,438.0
NBSY-0218SD,82,25223,1580.0,1080.0,865.0,498.0
NBSY-0218SD,82,25324,2445.0,1080.0,562.0,427.0
NBSY-0218SD,82,25504,700.0,1578.0,376.0,376.0
NBSY-0218SD,82,25200,1076.0,1578.0,439.0,439.0
NBSY-0218SD,82,25599,1515.0,1578.0,1235.0,298.0
NBSY-0218SD,82,25197,700.0,2017.0,562.0,78.0
NBSY-0218SD,82,25539,700.0,2095.0,2438.0,38.0
NBSY-0218SD,83,25593,1400.0,1080.0,885.0,555.0
NBSY-0218SD,83,25808,2285.0,1080.0,410.0,410.0
NBSY-0218SD,83,25627,2695.0,1080.0,443.0,58.0
NBSY-0218SD,83,25541,3138.0,1080.0,439.0,439.0
NBSY-0218SD,83,25151,1400.0,1635.0,377.0,377.0
NBSY-0218SD,83,25719,1777.0,1635.0,512.0,407.0
NBSY-0218SD,83,25923,2289.0,1635.0,939.0,553.0
NBSY-0218SD,84,25524,2100.0,1080.0,723.0,723.0
NBSY-0218SD,84,25620,2823.0,1080.0,378.0,38.0
NBSY-0218SD,84,25865,3201.0,1080.0,456.0,279.0
NBSY-0218SD,84,25820,3657.0,1080.0,475.5,380.0
NBSY-0218SD,84,25536,2100.0,1803.0,991.0,58.0
NBSY-0218SD,84,25801,3091.0,1803.0,730.0,497.0
NBSY-0218SD,85,25558,0.0,1440.0,1616.5,962.0
NBSY-0218SD,85,25415,1616.5,1440.0,638.0,320.0
NBSY-0218SD,86,25905,0.0,0.0,488.0,78.0
NBSY-0218SD,86,25103,488.0,0.0,351.0,347.0
NBSY-0218SD,86,25680,839.0,0.0,974.0,557.0
NBSY-0218SD,86,25202,1813.0,0.0,432.5,398.0
NBSY-0218SD,86,25907,0.0,557.0,1439.5,395.0
NBSY-0218SD,86,25935,1439.5,557.0,732.0,374.0
NBSY-0218SD,87,25685,700.0,0.0,297.0,78.0
NBSY-0218SD,87,25687,997.0,0.0,1188.0,290.0
NBSY-0218SD,87,25672,700.0,290.0,1098.0,38.0
NBSY-0218SD,87,25216,1798.0,290.0,458.0,458.0
NBSY-0218SD,87,25702,2256.0,290.0,456.0,379.0
NBSY-0218SD,87,25120,700.0,748.0,2360.0,357.0
NBSY-0218SD,88,25135,1400.0,0.0,1202.0,58.0
NBSY-0218SD,88,25550,2602.0,0.0,689.0,297.0
NBSY-0218SD,89,25698,2100.0,0.0,966.0,966.0
NBSY-0218SD,89,25851,3066.0,0.0,522.0,220.0
NBSY-0218SD,89,25811,3588.0,0.0,811.0,58.0
NBSY-0218SD,90,25652,0.0,360.0,238.0,118.0
NBSY-0218SD,90,25657,238.0,360.0,286.0,286.0
NBSY-0218SD,90,25748,524.0,360.0,432.0,225.0
NBSY-0218SD,90,25899,956.0,360.0,329.0,329.0
NBSY-0218SD,90,25091,1285.0,360.0,921.0,567.0
NBSY-0218SD,90,25643,0.0,927.0,391.0,364.5
NBSY-0218SD,90,25860,391.0,927.0,885.0,308.0
NBSY-0218SD,90,25364,1276.0,927.0,448.0,78.0
NBSY-0218SD,91,25427,700.0,360.0,2398.0,380.0
NBSY-0218SD,91,25178,700.0,740.0,662.0,579.0
NBSY-0218SD,91,25377,1362.0,740.0,1430.0,623.0
NBSY-0218SD,92,25365,1400.0,360.0,1198.0,1198.0
NBSY-0218SD,92,25622,2598.0,360.0,885.0,885.0
NBSY-0218SD,93,25707,2100.0,360.0,538.0,538.0
NBSY-0218SD,93,25855,2638.0,360.0,662.0,587.0
NBSY-0218SD,93,25917,2100.0,947.0,1748.0,347.0
NBSY-0218SD,93,25591,3848.0,947.0,658.0,338.0
NBSY-0218SD,94,25472,0.0,720.0,1120.0,797.2
NBSY-0218SD,94,25922,1120.0,720.0,530.0,38.0
NBSY-0218SD,94,25236,1650.0,720.0,343.0,278.0
NBSY-0218SD,95,25544,700.0,720.0,1371.0,812.0
NBSY-0218SD,95,25458,2071.0,720.0,470.0,132.5
NBSY-0218SD,95,25615,700.0,1532.0,2236.0,402.0
NBSY-0218SD,96,25136,1400.0,720.0,766.0,338.0
NBSY-0218SD,96,25378,2166.0,720.0,975.0,574.0
NBSY-0218SD,96,25230,3141.0,720.0,577.0,577.0
NBSY-0218SD,96,25234,1400.0,1297.0,1859.0,58.0
NBSY-0218SD,96,25425,3259.0,1297.0,262.0,58.0
NBSY-0218SD,96,25181,1400.0,1355.0,613.0,499.0
NBSY-0218SD,96,25793,2013.0,1355.0,1063.0,377.0
NBSY-0218SD,96,25577,3076.0,1355.0,380.0,300.0
NBSY-0218SD,96,25396,3456.0,1355.0,338.0,78.0
NBSY-0218SD,97,25335,2100.0,720.0,377.0,377.0
NBSY-0218SD,97,25235,2477.0,720.0,719.0,178.0
NBSY-0218SD,97,25826,3196.0,720.0,303.0,92.5
NBSY-0218SD,97,25137,2100.0,1097.0,1562.0,580.0
NBSY-0218SD,97,25469,3662.0,1097.0,745.0,745.0
NBSY-0218SD,98,25310,0.0,1080.0,639.5,239.0
NBSY-0218SD,98,25272,639.5,1080.0,439.0,439.0
NBSY-0218SD,98,25873,1078.5,1080.0,885.0,58.0
NBSY-0218SD,98,25564,0.0,1519.0,922.0,329.0
NBSY-0218SD,98,25897,922.0,1519.0,598.0,298.0
NBSY-0218SD,98,25781,1520.0,1519.0,448.0,118.0
NBSY-0218SD,99,25348,700.0,1080.0,1816.0,479.0
NBSY-0218SD,99,25242,700.0,1559.0,836.0,198.0
NBSY-0218SD,99,25882,1536.0,1559.0,370.0,328.0
NBSY-0218SD,99,25350,1906.0,1559.0,349.0,349.0
NBSY-0218SD,99,25318,2255.0,1559.0,792.0,58.0
NBSY-0218SD,100,25786,1400.0,1080.0,343.0,278.0
NBSY-0218SD,100,25263,1743.0,1080.0,947.0,557.0
NBSY-0218SD,100,25436,2690.0,1080.0,489.0,489.0
NBSY-0218SD,100,25444,1400.0,1637.0,732.0,58.0
NBSY-0218SD,100,25154,2132.0,1637.0,792.0,329.0
NBSY-0218SD,101,25711,2100.0,1080.0,1414.0,58.0
NBSY-0218SD,101,25311,3514.0,1080.0,599.0,599.0
NBSY-0218SD,101,25746,2100.0,1679.0,848.0,398.0
NBSY-0218SD,101,25132,2948.0,1679.0,790.0,359.5
NBSY-0218SD,102,25908,0.0,1440.0,883.0,258.0
NBSY-0218SD,102,25563,883.0,1440.0,288.0,78.0
NBSY-0218SD,102,25480,1171.0,1440.0,478.5,478.5
NBSY-0218SD,102,25573,0.0,1918.5,862.0,243.0
NBSY-0218SD,102,25587,862.0,1918.5,578.0,468.0
NBSY-0218SD,102,25371,1440.0,1918.5,580.5,289.0
NBSY-0218SD,103,25448,0.0,0.0,595.0,38.0
NBSY-0218SD,103,25229,595.0,0.0,305.0,269.0
NBSY-0218SD,103,25589,900.0,0.0,565.5,565.5
NBSY-0218SD,103,25654,1465.5,0.0,560.0,213.5
NBSY-0218SD,103,25796,2025.5,0.0,400.0,58.0
NBSY-0218SD,103,25755,0.0,565.5,930.0,377.0
NBSY-0218SD,103,25930,930.0,565.5,238.0,118.0
NBSY-0218SD,104,25387,700.0,0.0,2098.0,558.0
NBSY-0218SD,104,25483,700.0,558.0,655.0,410.0
NBSY-0218SD,104,25268,1355.0,558.0,344.0,299.5
NBSY-0218SD,104,25798,1699.0,558.0,931.0,403.5
NBSY-0218SD,104,25275,2630.0,558.0,489.0,489.0
NBSY-0218SD,105,25401,1400.0,0.0,488.0,198.0
NBSY-0218SD,105,25500,1888.0,0.0,1447.5,310.0
NBSY-0218SD,105,25906,3335.5,0.0,195.0,48.0
NBSY-0218SD,105,25584,1400.0,310.0,1010.0,58.0
NBSY-0218SD,105,25678,1400.0,368.0,2361.0,58.0
NBSY-0218SD,105,25772,1400.0,426.0,900.0,38.0
NBSY-0218SD,105,25358,2300.0,426.0,730.0,497.0
NBSY-0218SD,105,25388,3030.0,426.0,298.0,298.0
NBSY-0218SD,105,25104,3328.0,426.0,439.0,439.0
NBSY-0218SD,106,25522,2100.0,0.0,727.0,58.0
NBSY-0218SD,106,25304,2827.0,0.0,660.0,58.0
NBSY-0218SD,106,25113,3487.0,0.0,792.0,792.0
NBSY-0218SD,106,25277,2100.0,792.0,792.0,329.0
NBSY-0218SD,106,25352,2892.0,792.0,770.0,418.0
NBSY-0218SD,107,25126,0.0,360.0,2438.0,38.0
NBSY-0218SD,107,25588,0.0,398.0,597.0,597.0
NBSY-0218SD,107,25237,597.0,398.0,276.0,267.0
NBSY-0218SD,107,25226,873.0,398.0,872.0,872.0
NBSY-0218SD,107,25440,1745.0,398.0,318.0,38.0
NBSY-0218SD,107,25542,0.0,1270.0,397.0,58.0
NBSY-0218SD,107,25241,397.0,1270.0,1447.5,310.0
NBSY-0218SD,108,25833,700.0,360.0,2001.0,950.0
NBSY-0218SD,109,25841,1400.0,360.0,698.0,298.0
NBSY-0218SD,109,25561,2098.0,360.0,350.0,128.0
NBSY-0218SD,109,25240,2448.0,360.0,347.0,347.0
NBSY-0218SD,109,25744,1400.0,707.0,1067.0,342.0
NBSY-0218SD,109,25420,2467.0,707.0,644.0,409.0
NBSY-0218SD,109,25521,1400.0,1116.0,770.0,418.0
NBSY-0218SD,109,25193,2170.0,1116.0,527.0,401.0
NBSY-0218SD,109,25280,2697.0,1116.0,777.0,329.0
NBSY-0218SD,110,25718,2100.0,360.0,973.0,578.0
NBSY-0218SD,110,25612,3073.0,360.0,939.0,358.5
NBSY-0218SD,110,25617,2100.0,938.0,541.0,319.0
NBSY-0218SD,110,25321,2641.0,938.0,811.0,576.0
NBSY-0218SD,110,25497,3452.0,938.0,735.0,278.0
NBSY-0218SD,111,25902,0.0,720.0,801.0,289.0
NBSY-0218SD,111,25636,801.0,720.0,688.0,688.0
NBSY-0218SD,111,25684,1489.0,720.0,347.0,347.0
NBSY-0218SD,111,25115,0.0,1408.0,950.0,58.0
NBSY-0218SD,111,25534,0.0,1466.0,1967.0,58.0
NBSY-0218SD,111,25529,0.0,1524.0,2252.0,390.0
NBSY-0218SD,112,25246,700.0,720.0,379.3,310.0
NBSY-0218SD,112,25847,1079.3,720.0,380.0,358.0
NBSY-0218SD,112,25161,1459.3,720.0,398.0,48.0
NBSY-0218SD,112,25863,1857.3,720.0,231.0,92.5
NBSY-0218SD,112,25150,700.0,1078.0,1210.0,58.0
NBSY-0218SD,112,25556,1910.0,1078.0,288.0,118.0
NBSY-0218SD,112,25437,2198.0,1078.0,734.0,418.5
NBSY-0218SD,112,25290,700.0,1496.5,659.0,330.0
NBSY-0218SD,112,25405,1359.0,1496.5,438.0,78.0
NBSY-0218SD,112,25173,1797.0,1496.5,819.0,318.0
NBSY-0218SD,113,25157,1400.0,720.0,844.0,489.0
NBSY-0218SD,113,25560,2244.0,720.0,414.0,349.0
NBSY-0218SD,113,25273,2658.0,720.0,716.0,259.5
NBSY-0218SD,113,25581,1400.0,1209.0,613.0,412.0
NBSY-0218SD,113,25143,2013.0,1209.0,627.0,627.0
NBSY-0218SD,113,25648,2640.0,1209.0,967.0,384.5
NBSY-0218SD,114,25316,2100.0,720.0,536.0,536.0
NBSY-0218SD,114,25618,2636.0,720.0,1822.0,350.0
NBSY-0218SD,114,25889,2100.0,1256.0,2148.0,398.0
NBSY-0218SD,115,25314,0.0,1080.0,438.0,78.0
NBSY-0218SD,115,25222,438.0,1080.0,438.0,158.0
NBSY-0218SD,115,25741,876.0,1080.0,697.0,697.0
NBSY-0218SD,115,25442,1573.0,1080.0,422.0,339.0
NBSY-0218SD,115,25883,0.0,1777.0,811.0,58.0
NBSY-0218SD,115,25822,811.0,1777.0,320.0,270.0
NBSY-0218SD,115,25846,1131.0,1777.0,422.0,52.5
NBSY-0218SD,115,25548,1553.0,1777.0,640.5,408.0
NBSY-0218SD,115,25094,0.0,2185.0,2138.0,58.0
NBSY-0218SD,116,25510,700.0,1080.0,727.0,727.0
NBSY-0218SD,116,25155,1427.0,1080.0,538.0,538.0
NBSY-0218SD,116,25474,1965.0,1080.0,606.0,439.0
NBSY-0218SD,116,25372,700.0,1807.0,2389.0,330.0
NBSY-0218SD,117,25519,1400.0,1080.0,466.0,387.0
NBSY-0218SD,117,25925,1866.0,1080.0,438.0,158.0
NBSY-0218SD,117,25093,1400.0,1467.0,2301.0,400.0
NBSY-0218SD,117,25538,1400.0,1867.0,605.5,289.0
NBSY-0218SD,118,25555,2100.0,1080.0,2001.0,459.0
NBSY-0218SD,118,25285,4101.0,1080.0,348.0,78.0
NBSY-0218SD,118,25274,2100.0,1539.0,1198.0,348.0
NBSY-0218SD,118,25650,3298.0,1539.0,425.0,181.0
NBSY-0218SD,118,25547,3723.0,1539.0,730.5,443.0
NBSY-0218SD,118,25370,2100.0,1982.0,474.0,48.0
NBSY-0218SD,118,25284,2574.0,1982.0,288.0,78.0
NBSY-0218SD,118,25809,2862.0,1982.0,1218.0,58.0
NBSY-0218SD,119,25511,0.0,1440.0,1429.5,319.0
NBSY-0218SD,119,25592,1429.5,1440.0,692.0,411.0
NBSY-0218SD,119,25898,0.0,1851.0,577.0,48.0
NBSY-0218SD,119,25679,577.0,1851.0,430.0,339.0
NBSY-0218SD,119,25713,1007.0,1851.0,819.5,302.5
NBSY-0218SD,119,25886,1826.5,1851.0,595.0,595.0
NBSY-0218SD,119,25423,0.0,2446.0,2420.0,38.0
NBSY-0218SD,120,25920,0.0,0.0,749.0,342.0
NBSY-0218SD,120,25694,749.0,0.0,1114.0,43.0
NBSY-0218SD,120,25212,0.0,342.0,2377.0,415.0
NBSY-0218SD,121,25763,700.0,0.0,560.0,560.0
NBSY-0218SD,121,25861,1260.0,0.0,1514.5,447.5
NBSY-0218SD,121,25411,700.0,560.0,2398.0,38.0
NBSY-0218SD,121,25632,700.0,598.0,401.0,328.0
NBSY-0218SD,121,25667,1101.0,598.0,566.0,298.0
NBSY-0218SD,121,25479,1667.0,598.0,479.0,479.0
NBSY-0218SD,121,25836,2146.0,598.0,696.0,348.0
NBSY-0218SD,122,25646,1400.0,0.0,774.0,198.0
NBSY-0218SD,122,25503,1400.0,198.0,2425.0,568.0
NBSY-0218SD,122,25419,1400.0,766.0,1918.0,38.0
NBSY-0218SD,122,25403,1400.0,804.0,968.0,58.0
NBSY-0218SD,123,25910,2100.0,0.0,1822.0,377.0
NBSY-0218SD,123,25307,3922.0,0.0,238.0,118.0
NBSY-0218SD,123,25597,2100.0,377.0,427.0,260.0
NBSY-0218SD,123,25658,2527.0,377.0,498.0,238.0
NBSY-0218SD,123,25195,3025.0,377.0,380.0,38.0
NBSY-0218SD,123,25778,3405.0,377.0,774.0,330.5
NBSY-0218SD,123,25549,4179.0,377.0,277.5,277.5
NBSY-0218SD,123,25892,2100.0,707.5,413.0,132.5
NBSY-0218SD,123,25297,2513.0,707.5,238.0,158.0
NBSY-0218SD,123,25885,2751.0,707.5,638.0,320.0
NBSY-0218SD,124,25098,0.0,360.0,1472.0,58.0
NBSY-0218SD,124,25670,1472.0,360.0,378.0,378.0
NBSY-0218SD,124,25614,1850.0,360.0,442.0,439.0
NBSY-0218SD,124,25109,0.0,799.0,372.0,339.0
NBSY-0218SD,124,25248,372.0,799.0,872.0,58.0
NBSY-0218SD,124,25452,0.0,1138.0,1196.8,329.0
NBSY-0218SD,124,25794,1196.8,1138.0,456.0,379.0
NBSY-0218SD,124,25579,1652.8,1138.0,378.5,310.0
NBSY-0218SD,124,25129,0.0,1517.0,883.0,38.0
NBSY-0218SD,124,25199,883.0,1517.0,892.0,58.0
NBSY-0218SD,125,25095,700.0,360.0,811.0,535.0
NBSY-0218SD,125,25832,1511.0,360.0,318.0,132.5
NBSY-0218SD,125,25570,1829.0,360.0,505.0,132.5
NBSY-0218SD,125,25217,2334.0,360.0,446.0,83.0
NBSY-0218SD,125,25734,700.0,895.0,558.0,558.0
NBSY-0218SD,125,25729,1258.0,895.0,338.0,158.0
NBSY-0218SD,125,25928,1596.0,895.0,912.0,258.0
NBSY-0218SD,125,25766,2508.0,895.0,439.5,58.0
NBSY-0218SD,125,25319,700.0,1453.0,617.0,121.5
NBSY-0218SD,126,25406,1400.0,360.0,1998.0,530.0
NBSY-0218SD,126,25265,1400.0,890.0,1780.0,58.0
NBSY-0218SD,126,25119,1400.0,948.0,1839.0,118.0
NBSY-0218SD,126,25345,3239.0,948.0,310.0,310.0
NBSY-0218SD,126,25141,1400.0,1258.0,488.0,158.0
NBSY-0218SD,126,25533,1888.0,1258.0,697.0,53.0
NBSY-0218SD,126,25493,1400.0,1416.0,1736.0,58.0
